amplified_author_handle,in_member_list,total_inbound_retweets,unique_amplifier_count,unique_amplified_posts,top_amplifier_handle,top_amplifier_count,top_amplifier_share,amplification_hhi,repeat_crew_overlap,median_first_retweet_lag_sec,fastest_amplifier_handle,cross_component_reach,within_15m_inbound,within_60m_inbound,top_first_retweeter_handle,top_first_retweeter_count,captured_role_mix,amplification_score
Inevitablewest,False,8,6,5,BananaJoeReload,3,0.375,0.2188,0.1333,12611,IK25818385,1,5,7,chrysib11,1,mixed_behavior:0.62; amplifier_suspect:0.25; media_business:0.12,32.0469
ntalaoura,False,4,3,4,Leniw_Lenia,2,0.5,0.375,0.1667,19395,RXRqdEgogik2Z9P,0,4,4,Leniw_Lenia,2,amplifier_suspect:0.75; source_hub:0.25,32.0216
MarketNewsgr,False,4,3,2,K_Sav215,2,0.5,0.375,0.3333,28182,chrysib11,1,2,3,chrysib11,1,mixed_behavior:0.75; amplifier_suspect:0.25,31.645
Johnnyhoston_2,False,12,9,4,AgelisDimitris,2,0.1667,0.125,0.1002,19519,chkls,1,4,4,DimitrisP69501,1,amplifier_suspect:0.50; mixed_behavior:0.25; media_business:0.17; unknown:0.08,31.5308
Voice75848495,False,10,7,4,sinakatsarou,2,0.2,0.16,0.0794,24110,Electra306,1,5,6,Electra306,1,mixed_behavior:0.70; amplifier_suspect:0.30,31.2232
communakios,True,9,7,6,TsigkaEfi,2,0.2222,0.1605,0.0833,12381,K_Sav215,1,6,7,TsigkaEfi,2,amplifier_suspect:0.56; mixed_behavior:0.33; retail_user:0.11,31.169
visegrad24,False,6,4,6,46spiros,2,0.3333,0.2778,0.1,11529,Marios59885699,1,6,6,46spiros,2,amplifier_suspect:0.33; media_business:0.33; mixed_behavior:0.33,31.0454
hellasspecial,True,10,8,6,MenoEdo,3,0.3,0.16,0.025,10306,mpantazo,1,6,7,PitSpencer,1,amplifier_suspect:0.50; mixed_behavior:0.50,30.8418
steiger_st28082,True,13,12,5,MKioulafa,2,0.1538,0.0888,0.0333,10339,MKioulafa,1,5,10,MKioulafa,2,amplifier_suspect:0.54; mixed_behavior:0.38; media_business:0.08,30.7484
EYakoby,False,8,6,6,MenoEdo,3,0.375,0.2188,0.0333,62859,dinoskonstantin,1,6,7,dinoskonstantin,1,mixed_behavior:0.50; amplifier_suspect:0.38; media_business:0.12,30.6635
CypThess,False,5,4,2,greek_paris_13,2,0.4,0.28,0.25,6648,greek_paris_13,1,3,5,chrysib11,1,mixed_behavior:0.60; amplifier_suspect:0.20; media_business:0.20,30.6293
Vickytax1,False,10,8,5,paliakaravana59,2,0.2,0.14,0.07,21709,paliakaravana59,1,5,7,angie22gr,2,amplifier_suspect:0.60; mixed_behavior:0.30; media_business:0.10,30.6252
elonmusk,False,6,4,4,Anthology2026,2,0.3333,0.2778,0.1389,7376,AthanasiouCccp,1,4,5,Anthology2026,2,amplifier_suspect:0.50; retail_user:0.33; media_business:0.17,30.4773
AMAZlNGNATURE,False,4,3,4,dinoskonstantin,2,0.5,0.375,0.1667,9580,teo_ntaleki,1,4,4,dinoskonstantin,2,amplifier_suspect:0.75; mixed_behavior:0.25,30.3549
HarrisSamaras,False,4,3,4,MKioulafa,2,0.5,0.375,0.1667,999,MKioulafa,1,4,4,MKioulafa,2,mixed_behavior:1.00,30.3549
anarchistdonkey,True,4,3,4,ledentiste2,2,0.5,0.375,0.1667,2437,ledentiste2,1,4,4,ledentiste2,2,mixed_behavior:1.00,30.3549
gospodinmedvedd,True,10,8,3,AgelisDimitris,2,0.2,0.14,0.1333,3139,kostasagg1965,1,3,6,angelikitsakani,1,mixed_behavior:0.70; amplifier_suspect:0.10; retail_user:0.10; media_business:0.10,30.27
NIKSOTIROPOYLOS,True,12,11,4,46spiros,2,0.1667,0.0972,0.0278,39482,BatorGr,1,5,8,angelikitsakani,1,mixed_behavior:0.50; amplifier_suspect:0.42; media_business:0.08,30.2182
mamba_aka,False,8,7,7,K_Sav215,2,0.25,0.1562,0.05,12753,K_Sav215,1,7,7,K_Sav215,2,mixed_behavior:0.75; media_business:0.12; amplifier_suspect:0.12,30.0875
Kostopoulosdim1,False,7,5,4,vythos70,2,0.2857,0.2245,0.1111,11137,vythos70,1,4,5,vythos70,2,mixed_behavior:0.43; amplifier_suspect:0.29; retail_user:0.29,29.9078
EAdamopoulou,True,5,4,3,chrysib11,2,0.4,0.28,0.1667,22227,economi94461498,1,4,4,TheMadoula,1,amplifier_suspect:0.60; mixed_behavior:0.40,29.8552
ivoutsas,False,9,8,6,vythos70,2,0.2222,0.1358,0.0333,17477,mpantazo,1,6,6,mpantazo,1,mixed_behavior:0.67; media_business:0.22; amplifier_suspect:0.11,29.641
Monika29698435,False,7,5,4,Catps66,2,0.2857,0.2245,0.0972,34305,Catps66,1,4,4,Catps66,2,amplifier_suspect:0.43; mixed_behavior:0.43; media_business:0.14,29.63
Rena_Rethymno,False,12,11,3,TheMadoula,2,0.1667,0.0972,0.0333,14125,nikos_aggelakis,1,4,5,klikr,1,mixed_behavior:0.42; amplifier_suspect:0.25; media_business:0.17; retail_user:0.17,29.6
RockRock222555,True,7,6,5,AthanasiouCccp,2,0.2857,0.1837,0.1,39068,AthanasiouCccp,1,5,5,AthanasiouCccp,2,media_business:0.57; mixed_behavior:0.29; retail_user:0.14,29.5611
Ah_riman,True,9,7,4,sinakatsarou,2,0.2222,0.1605,0.0694,10564,sinakatsarou,2,5,6,sinakatsarou,1,mixed_behavior:0.56; media_business:0.22; amplifier_suspect:0.11; journalist_public_figure:0.11,29.5604
ToulaTour,False,4,3,3,galex1908,2,0.5,0.375,0.1667,1404,galex1908,1,3,4,galex1908,2,amplifier_suspect:0.50; retail_user:0.25; media_business:0.25,29.4623
NodarasSpiros,True,6,5,5,46spiros,2,0.3333,0.2222,0.1,17090,mpantazo,1,5,5,46spiros,2,amplifier_suspect:0.83; media_business:0.17,29.2899
Arkady1975,False,7,6,2,nickthegreek5,2,0.2857,0.1837,0.1667,12877,vythos70,1,3,3,vythos70,1,amplifier_suspect:0.43; mixed_behavior:0.29; media_business:0.29,29.2725
steliostso,True,6,5,3,johnblandos,2,0.3333,0.2222,0.1111,2733,GiotaPapapetrou,1,4,5,GiotaPapapetrou,1,mixed_behavior:0.67; retail_user:0.17; amplifier_suspect:0.17,28.7828
ApproachNemesis,True,5,4,3,nickthegreek5,2,0.4,0.28,0.1111,11456,sinakatsarou,1,4,4,economi94461498,1,media_business:0.40; amplifier_suspect:0.40; mixed_behavior:0.20,28.744
Cynaegeirus2,False,8,7,5,MenoEdo,2,0.25,0.1562,0.0333,44669,46spiros,1,5,5,Anastasia7882,1,amplifier_suspect:0.50; mixed_behavior:0.38; media_business:0.12,28.6035
MariaKoki3,True,7,6,5,MKioulafa,2,0.2857,0.1837,0.05,2456,MKioulafa,1,5,5,MKioulafa,2,amplifier_suspect:0.43; mixed_behavior:0.43; retail_user:0.14,28.5611
efarpax_4,False,8,7,4,ZafiriaF,2,0.25,0.1562,0.0556,40897,PitSpencer,1,4,6,ZafiriaF,2,media_business:0.50; amplifier_suspect:0.38; mixed_behavior:0.12,28.3186
0IvankaTrumpRV2,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,7557,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
0hour1,False,1,1,1,NikosVsdl8,1,1.0,1.0,0.0,14215,NikosVsdl8,1,1,1,NikosVsdl8,1,amplifier_suspect:1.00,28.3178
0nDC6SV3nSndeQr,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,11038,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
0xSweep,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,35927,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
100Kypros,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,45203,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
1101101_10,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,97941,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
17017Nov,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,58383,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
1776General_,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,44611,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
2Cowman57,False,1,1,1,BananaJoeReload,1,1.0,1.0,0.0,4176,BananaJoeReload,1,1,1,BananaJoeReload,1,mixed_behavior:1.00,28.3178
2PAzkjh6oFRW77D,True,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,27320,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
2future4ugr,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,1206,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
4lhc_athens,True,1,1,1,G4Heron,1,1.0,1.0,0.0,1546,G4Heron,1,1,1,G4Heron,1,media_business:1.00,28.3178
59fpatra,False,1,1,1,vythos70,1,1.0,1.0,0.0,8294,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
AAAprosarmostos,False,1,1,1,RockRock222555,1,1.0,1.0,0.0,17299,RockRock222555,1,1,1,RockRock222555,1,mixed_behavior:1.00,28.3178
ABCHeckles,True,1,1,1,vythos70,1,1.0,1.0,0.0,8336,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
ACSPARTAN1,False,1,1,1,johnblandos,1,1.0,1.0,0.0,40521,johnblandos,1,1,1,johnblandos,1,mixed_behavior:1.00,28.3178
AC_PAOK,False,1,1,1,DonConsclavios,1,1.0,1.0,0.0,15413,DonConsclavios,1,1,1,DonConsclavios,1,amplifier_suspect:1.00,28.3178
AFP,False,1,1,1,klikr,1,1.0,1.0,0.0,6002,klikr,1,1,1,klikr,1,mixed_behavior:1.00,28.3178
AKapsoulaki,False,1,1,1,vythos70,1,1.0,1.0,0.0,14904,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
ALEXAND05019564,False,1,1,1,Briassulis,1,1.0,1.0,0.0,1148865,Briassulis,1,1,1,Briassulis,1,mixed_behavior:1.00,28.3178
APf0cElYQaxdhGE,False,1,1,1,chrysib11,1,1.0,1.0,0.0,18389,chrysib11,1,1,1,chrysib11,1,amplifier_suspect:1.00,28.3178
ATHANASIOSLAMP3,False,1,1,1,DonConsclavios,1,1.0,1.0,0.0,21351,DonConsclavios,1,1,1,DonConsclavios,1,amplifier_suspect:1.00,28.3178
AegeanHawk,False,1,1,1,46spiros,1,1.0,1.0,0.0,17952,46spiros,1,1,1,46spiros,1,amplifier_suspect:1.00,28.3178
AgbaExtro,False,1,1,1,BananaJoeReload,1,1.0,1.0,0.0,48835,BananaJoeReload,1,1,1,BananaJoeReload,1,mixed_behavior:1.00,28.3178
Aggelik34553793,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,11633,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
Airshiptycoon,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,98030,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
AlbertoContri,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,82445,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
AlexDuncanTX,False,1,1,1,Aaagiiisss,1,1.0,1.0,0.0,28485,Aaagiiisss,1,1,1,Aaagiiisss,1,amplifier_suspect:1.00,28.3178
AlexandrosManos,False,1,1,1,anasiropiastos,1,1.0,1.0,0.0,2106,anasiropiastos,1,1,1,anasiropiastos,1,retail_user:1.00,28.3178
Alexjk1975,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,442,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
Alinavisoo_life,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,39199,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
AmIsrlChai,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,2233,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
Amalia97027643,False,1,1,1,giannMak,1,1.0,1.0,0.0,47671,giannMak,1,1,1,giannMak,1,mixed_behavior:1.00,28.3178
AmanYavroum,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,248,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
AnKapsalis,False,1,1,1,AgelisDimitris,1,1.0,1.0,0.0,41381,AgelisDimitris,1,1,1,AgelisDimitris,1,mixed_behavior:1.00,28.3178
Anastas83653735,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,952,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
Ani_sorropi,False,1,1,1,vythos70,1,1.0,1.0,0.0,34859,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
Ant1_Evgs,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,2086,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
AntiSyriza,False,1,1,1,AgelisDimitris,1,1.0,1.0,0.0,19021,AgelisDimitris,1,1,1,AgelisDimitris,1,mixed_behavior:1.00,28.3178
AquaMarina712,False,1,1,1,nickthegreek5,1,1.0,1.0,0.0,22209,nickthegreek5,1,1,1,nickthegreek5,1,media_business:1.00,28.3178
Archibalidis,False,1,1,1,Briassulis,1,1.0,1.0,0.0,6871,Briassulis,1,1,1,Briassulis,1,mixed_behavior:1.00,28.3178
ArisMazarakis,False,1,1,1,mpantazo,1,1.0,1.0,0.0,1239,mpantazo,1,1,1,mpantazo,1,amplifier_suspect:1.00,28.3178
Arsenal,False,1,1,1,AnAthenianToLDN,1,1.0,1.0,0.0,1750,AnAthenianToLDN,1,1,1,AnAthenianToLDN,1,media_business:1.00,28.3178
Arya_eu_,False,1,1,1,giannMak,1,1.0,1.0,0.0,29047,giannMak,1,1,1,giannMak,1,mixed_behavior:1.00,28.3178
Atane_MIS,False,1,1,1,RockRock222555,1,1.0,1.0,0.0,20235,RockRock222555,1,1,1,RockRock222555,1,mixed_behavior:1.00,28.3178
AuditingBritain,False,1,1,1,johnblandos,1,1.0,1.0,0.0,83279,johnblandos,1,1,1,johnblandos,1,mixed_behavior:1.00,28.3178
Augusta1C,False,1,1,1,Track11John,1,1.0,1.0,0.0,96594,Track11John,1,1,1,Track11John,1,mixed_behavior:1.00,28.3178
AverageHyde,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,79119,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
AverelDalton5,False,1,1,1,economi94461498,1,1.0,1.0,0.0,7039,economi94461498,1,1,1,economi94461498,1,amplifier_suspect:1.00,28.3178
Avk50117339,False,1,1,1,Mrpresidentgr,1,1.0,1.0,0.0,7418,Mrpresidentgr,1,1,1,Mrpresidentgr,1,journalist_public_figure:1.00,28.3178
AzatAlsalim,False,1,1,1,NikosVsdl8,1,1.0,1.0,0.0,84760,NikosVsdl8,1,1,1,NikosVsdl8,1,amplifier_suspect:1.00,28.3178
BVisitSantorini,False,1,1,1,Loxagos_Mark,1,1.0,1.0,0.0,10995,Loxagos_Mark,1,1,1,Loxagos_Mark,1,media_business:1.00,28.3178
Babywwir,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,24414,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
Badachr0,False,1,1,1,AgelisDimitris,1,1.0,1.0,0.0,9871,AgelisDimitris,1,1,1,AgelisDimitris,1,mixed_behavior:1.00,28.3178
BasilTheGreat,False,1,1,1,johnblandos,1,1.0,1.0,0.0,17239,johnblandos,1,1,1,johnblandos,1,mixed_behavior:1.00,28.3178
BasketballCL,False,1,1,1,K_Sav215,1,1.0,1.0,0.0,4751,K_Sav215,1,1,1,K_Sav215,1,mixed_behavior:1.00,28.3178
Beburosangel,True,1,1,1,ABCHeckles,1,1.0,1.0,0.0,15334,ABCHeckles,1,1,1,ABCHeckles,1,amplifier_suspect:1.00,28.3178
BenGrahamUK,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,41624,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
BigGameTae,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,349,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
Bitcoin_Teddy,False,1,1,1,Xeniaxe19580370,1,1.0,1.0,0.0,68808,Xeniaxe19580370,1,1,1,Xeniaxe19580370,1,amplifier_suspect:1.00,28.3178
BlackMa1234,False,1,1,1,sinakatsarou,1,1.0,1.0,0.0,10187,sinakatsarou,1,1,1,sinakatsarou,1,mixed_behavior:1.00,28.3178
BlueShoesMS,False,1,1,1,vythos70,1,1.0,1.0,0.0,89659,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
BugingoBugingo6,False,1,1,1,teo_ntaleki,1,1.0,1.0,0.0,90411,teo_ntaleki,1,1,1,teo_ntaleki,1,amplifier_suspect:1.00,28.3178
Buraq515,False,1,1,1,hatz_patty,1,1.0,1.0,0.0,76013,hatz_patty,1,1,1,hatz_patty,1,mixed_behavior:1.00,28.3178
CCavafy,False,1,1,1,lafillemalgard1,1,1.0,1.0,0.0,118448,lafillemalgard1,1,1,1,lafillemalgard1,1,mixed_behavior:1.00,28.3178
CNviolations,False,1,1,1,teo_ntaleki,1,1.0,1.0,0.0,92848,teo_ntaleki,1,1,1,teo_ntaleki,1,amplifier_suspect:1.00,28.3178
C_3C_3,False,1,1,1,Aaagiiisss,1,1.0,1.0,0.0,38191,Aaagiiisss,1,1,1,Aaagiiisss,1,amplifier_suspect:1.00,28.3178
CastilloLe58494,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,71272,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
Catps66,True,1,1,1,sinakatsarou,1,1.0,1.0,0.0,24308,sinakatsarou,1,1,1,sinakatsarou,1,mixed_behavior:1.00,28.3178
ChampionsLeague,False,1,1,1,AnAthenianToLDN,1,1.0,1.0,0.0,4474,AnAthenianToLDN,1,1,1,AnAthenianToLDN,1,media_business:1.00,28.3178
ChrisUe15,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,867,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
ChristianEmerg1,False,1,1,1,Aaagiiisss,1,1.0,1.0,0.0,10419,Aaagiiisss,1,1,1,Aaagiiisss,1,amplifier_suspect:1.00,28.3178
ChristinaA43891,False,1,1,1,MariaKagia4603,1,1.0,1.0,0.0,251,MariaKagia4603,1,1,1,MariaKagia4603,1,amplifier_suspect:1.00,28.3178
ChristosTatsio1,False,1,1,1,vythos70,1,1.0,1.0,0.0,197679,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
ChristossK54759,False,1,1,1,46spiros,1,1.0,1.0,0.0,6696,46spiros,1,1,1,46spiros,1,amplifier_suspect:1.00,28.3178
CnklWasabi,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,12267,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
Coinvo,False,1,1,1,nickthegreek5,1,1.0,1.0,0.0,22591,nickthegreek5,1,1,1,nickthegreek5,1,media_business:1.00,28.3178
Crzyhorse2,False,1,1,1,JimyWis,1,1.0,1.0,0.0,67971,JimyWis,1,1,1,JimyWis,1,amplifier_suspect:1.00,28.3178
CuriosityonX,False,1,1,1,BananaJoeReload,1,1.0,1.0,0.0,65859,BananaJoeReload,1,1,1,BananaJoeReload,1,mixed_behavior:1.00,28.3178
Dadkhahedaymah,False,1,1,1,RockRock222555,1,1.0,1.0,0.0,17855,RockRock222555,1,1,1,RockRock222555,1,mixed_behavior:1.00,28.3178
Dalbodog,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,34475,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
Dani_Espadafor3,False,1,1,1,Xeniaxe19580370,1,1.0,1.0,0.0,38729,Xeniaxe19580370,1,1,1,Xeniaxe19580370,1,amplifier_suspect:1.00,28.3178
Demetra04475405,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,4778,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
Demis5Opinion,False,1,1,1,Briassulis,1,1.0,1.0,0.0,1161270,Briassulis,1,1,1,Briassulis,1,mixed_behavior:1.00,28.3178
DihasmeniProswp,False,1,1,1,MasenkaMm230158,1,1.0,1.0,0.0,49603,MasenkaMm230158,1,1,1,MasenkaMm230158,1,amplifier_suspect:1.00,28.3178
Dikastiko_gr,False,1,1,1,galex1908,1,1.0,1.0,0.0,1470,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
DimSterg1957,False,1,1,1,MasenkaMm230158,1,1.0,1.0,0.0,102057,MasenkaMm230158,1,1,1,MasenkaMm230158,1,amplifier_suspect:1.00,28.3178
DimitraGalanop1,False,1,1,1,sinakatsarou,1,1.0,1.0,0.0,21520,sinakatsarou,1,1,1,sinakatsarou,1,mixed_behavior:1.00,28.3178
Dimos_3,False,1,1,1,sinakatsarou,1,1.0,1.0,0.0,810,sinakatsarou,1,1,1,sinakatsarou,1,mixed_behavior:1.00,28.3178
Dogstar011,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,47956,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
DonDarma13,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,157,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
Doraki_Pal,False,1,1,1,sinakatsarou,1,1.0,1.0,0.0,91552,sinakatsarou,1,1,1,sinakatsarou,1,mixed_behavior:1.00,28.3178
Drj7000,False,1,1,1,Briassulis,1,1.0,1.0,0.0,1167219,Briassulis,1,1,1,Briassulis,1,mixed_behavior:1.00,28.3178
Durga_Mahakali,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,23418,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
EBasilion,False,1,1,1,greek_paris_13,1,1.0,1.0,0.0,12618,greek_paris_13,1,1,1,greek_paris_13,1,mixed_behavior:1.00,28.3178
EEmerson14,False,1,1,1,Loxagos_Mark,1,1.0,1.0,0.0,60525,Loxagos_Mark,1,1,1,Loxagos_Mark,1,media_business:1.00,28.3178
EFischberger,False,1,1,1,chrysib11,1,1.0,1.0,0.0,105086,chrysib11,1,1,1,chrysib11,1,amplifier_suspect:1.00,28.3178
EFourti,False,1,1,1,QuercusLg,1,1.0,1.0,0.0,19479,QuercusLg,1,1,1,QuercusLg,1,retail_user:1.00,28.3178
EKyriazidou,True,1,1,1,economi94461498,1,1.0,1.0,0.0,1258,economi94461498,1,1,1,economi94461498,1,amplifier_suspect:1.00,28.3178
EdwardScordobo1,False,1,1,1,QuercusLg,1,1.0,1.0,0.0,18913,QuercusLg,1,1,1,QuercusLg,1,retail_user:1.00,28.3178
Electra306,True,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,49332,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
Elefthe49269299,False,1,1,1,MasenkaMm230158,1,1.0,1.0,0.0,100687,MasenkaMm230158,1,1,1,MasenkaMm230158,1,amplifier_suspect:1.00,28.3178
ElenaIlia,False,1,1,1,galex1908,1,1.0,1.0,0.0,2170,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
Enikos3,False,1,1,1,ptableart,1,1.0,1.0,0.0,460,ptableart,1,1,1,ptableart,1,amplifier_suspect:1.00,28.3178
EnoplosGr,False,1,1,1,PitSpencer,1,1.0,1.0,0.0,10043,PitSpencer,1,1,1,PitSpencer,1,amplifier_suspect:1.00,28.3178
Epistimonas1990,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,2871,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
Erinmat81855855,False,1,1,1,nickthegreek5,1,1.0,1.0,0.0,11653,nickthegreek5,1,1,1,nickthegreek5,1,media_business:1.00,28.3178
EvanFourmizz,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,659,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
Evgely,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,85363,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
FGKPARGA,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,89066,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
FNFL_Historique,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,48971,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
FT,False,1,1,1,Catps66,1,1.0,1.0,0.0,38266,Catps66,1,1,1,Catps66,1,amplifier_suspect:1.00,28.3178
Feugatos2,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,8259425,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
FinnishAirForce,False,1,1,1,fanis_rc,1,1.0,1.0,0.0,34486,fanis_rc,1,1,1,fanis_rc,1,amplifier_suspect:1.00,28.3178
FireandRain23,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,41711,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
Foni_tis,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,36240,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
For7Fun,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,206,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
ForgiatoBlow47,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,80919,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
FotisKokotos,False,1,1,1,MKioulafa,1,1.0,1.0,0.0,310,MKioulafa,1,1,1,MKioulafa,1,mixed_behavior:1.00,28.3178
FotisLv,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,7102,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
Fou_Dou_4,False,1,1,1,le1li,1,1.0,1.0,0.0,36048,le1li,1,1,1,le1li,1,amplifier_suspect:1.00,28.3178
Frank_Kalikakis,False,1,1,1,ZbejVty,1,1.0,1.0,0.0,92590,ZbejVty,1,1,1,ZbejVty,1,amplifier_suspect:1.00,28.3178
FreshSummerWind,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,1396675,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
GAZAWOOD1,False,1,1,1,teo_ntaleki,1,1.0,1.0,0.0,4211,teo_ntaleki,1,1,1,teo_ntaleki,1,amplifier_suspect:1.00,28.3178
GCoucounis,False,1,1,1,galex1908,1,1.0,1.0,0.0,619,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
GESideris,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,19943,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
GHristopoulos,False,1,1,1,BatorGr,1,1.0,1.0,0.0,42544,BatorGr,1,1,1,BatorGr,1,amplifier_suspect:1.00,28.3178
GKaragioros,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,46434,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
G_Chios,False,1,1,1,BananaJoeReload,1,1.0,1.0,0.0,736,BananaJoeReload,1,1,1,BananaJoeReload,1,mixed_behavior:1.00,28.3178
