account_handle,cluster_id,cluster_size,anomaly_score,anomaly_rank,centroid_distance,embedding_x,embedding_y,coordination_score,retweet_ratio,network_weighted_degree
bobidion,1,243,0.4536,143,4.6221,-2.5636,1.5886,20.0,0.25,0
Tina5996,1,243,0.4516,144,5.0533,1.087,-0.7736,65.69,1.0,9
Aristerotsolis,1,243,0.4512,145,4.0095,-1.0208,-0.0172,57.5,1.0,0
NickDanny99,1,243,0.4502,146,4.6766,0.1414,0.7927,64.58,1.0,0
GeorgiadouL,1,243,0.4497,147,4.7237,1.1886,1.049,54.11,1.0,12
kokkoriss,1,243,0.4492,148,5.045,1.7228,0.3786,58.12,1.0,16
fanis_rc,1,243,0.4484,149,4.8776,1.5207,1.0789,61.25,1.0,6
kikirik_nik,1,243,0.4484,150,4.8448,-3.7049,0.3253,0.0,0.0,0
cavodoro,1,243,0.4473,151,5.5494,2.2761,0.3558,66.25,1.0,19
anastassios2401,1,243,0.4472,152,4.6576,-0.0592,2.6491,45.94,0.9,0
teo_ntaleki,1,243,0.4469,153,5.3151,2.2535,-0.0751,67.67,1.0,8
VIVITV5,1,243,0.4466,154,4.844,0.7149,1.124,67.75,1.0,4
Evitel_,1,243,0.4465,155,5.4465,-2.6214,2.2393,60.0,1.0,0
HouseElisabeth_,1,243,0.4458,156,4.0486,-0.9154,0.3006,59.17,1.0,0
theatropoios,1,243,0.4446,157,4.3338,0.1592,0.4161,47.65,0.9167,0
AstyMpekas,1,243,0.4444,158,4.7095,-3.3825,-1.6162,0.0,0.0,0
MAVROJOHN,1,243,0.4434,159,3.9998,-2.5454,-0.1265,17.5,0.2857,0
ObserverGr71726,1,243,0.4432,160,4.7768,-3.4309,-0.8571,0.0,0.0,0
evangelia_re,1,243,0.4424,161,4.7416,1.2623,1.1009,42.23,0.875,10
agnwstos_x_,1,243,0.4418,162,4.3873,-2.538,1.3057,18.25,0.2,0
HRessed,1,243,0.4409,163,4.4647,-3.1712,-0.7858,18.75,0.25,0
Rinokeros2023,1,243,0.4404,164,4.5061,-3.9075,-2.3122,0.0,0.0,0
Kabamaru__n,1,243,0.4401,165,4.713,-3.3813,-2.4426,46.25,1.0,0
phtochos1,1,243,0.4384,166,3.2593,-1.7294,1.9542,25.42,0.3333,0
kostasagg1965,1,243,0.4371,167,3.971,-0.7603,0.5397,37.5,0.6667,0
vxaz_79,1,243,0.4367,168,5.0459,-3.5953,0.7734,0.0,0.0,0
Yiorgos4115671,1,243,0.4366,169,7.6123,-2.7777,0.1265,46.25,1.0,0
IK25818385,1,243,0.4361,170,3.9641,0.1691,0.7548,46.55,0.8182,0
matrixneo1979,1,243,0.4361,171,4.0154,-1.2871,1.9447,60.25,1.0,0
chkls,1,243,0.4358,172,4.0436,-0.0442,1.1953,61.88,1.0,0
LKleitou,1,243,0.4353,173,4.6108,-3.5169,1.3279,0.0,0.0,0
akenaton37,1,243,0.4353,174,4.7955,-4.1251,-2.4908,0.0,0.0,0
dimitris7987,1,243,0.4351,175,3.5492,0.5966,-0.2487,40.62,0.7778,2
Dv500x,1,243,0.4343,176,4.1116,-2.8357,0.0496,20.0,0.25,0
Volcom40893832,1,243,0.4335,177,3.5064,-0.5688,0.1942,42.92,1.0,10
freemindspirits,1,243,0.4327,178,3.4787,-1.3787,1.2602,33.33,0.6667,0
gospodinmedvedd,1,243,0.4321,179,4.5949,-3.4075,-1.2221,0.0,0.0,0
B2hBk3gFaa2fH4W,1,243,0.432,180,3.8868,-0.8409,0.8859,62.25,1.0,0
bolltzmann,1,243,0.4319,181,4.4566,-2.6869,2.3013,28.75,0.5,0
akrokentrwos_2,1,243,0.4317,182,4.2545,-2.6176,2.4476,46.25,1.0,0
L6sVita,1,243,0.4313,183,3.3958,-1.1537,0.7603,44.17,1.0,2
margko73,1,243,0.4303,184,4.0575,-1.0868,1.6118,58.25,1.0,0
Torquem21743459,1,243,0.4302,185,3.8248,0.3453,0.1065,56.5,1.0,6
Wwwwww42362442,1,243,0.4301,186,4.7222,-3.305,0.4711,0.0,0.0,0
DejaLogic,1,243,0.43,187,3.7681,-2.1707,1.7854,42.5,1.0,0
Iliserp,1,243,0.4296,188,4.9227,-3.7628,-0.101,0.0,0.0,0
KyrPantelis3,1,243,0.4287,189,3.7996,-0.5153,0.3659,41.36,0.9,0
ledentiste2,1,243,0.4283,190,4.2728,0.6706,1.0329,43.96,0.7333,0
LosKarabou79397,1,243,0.4277,191,4.1077,-3.0009,-1.8536,28.75,0.5,0
EthanAnargyrous,1,243,0.4272,192,4.187,0.8342,0.3612,41.66,0.8571,8
bounty_hunter0x,1,243,0.4272,193,4.2268,-3.8671,-1.8923,0.0,0.0,0
AChamouza,1,243,0.4265,194,4.1316,-3.5578,-1.6711,0.0,0.0,0
RXRqdEgogik2Z9P,1,243,0.4265,195,4.0779,-2.9406,0.9695,20.0,0.25,0
2PAzkjh6oFRW77D,1,243,0.4264,196,4.7539,-3.2841,0.7821,0.0,0.0,0
JimyWis,1,243,0.4262,197,4.4369,0.9018,0.0992,61.67,1.0,7
tavros5791,1,243,0.4261,198,4.5334,-2.1949,2.0416,61.25,1.0,0
Captain_Sparos,1,243,0.4258,199,4.3015,-3.7417,-0.4251,0.0,0.0,0
ThanosKten,1,243,0.4256,200,3.8365,-2.3784,0.3981,48.75,1.0,0
melambus,1,243,0.4251,201,4.5589,-3.4469,0.2791,0.0,0.0,0
Local_Bureau,1,243,0.4245,202,3.3414,-1.7818,1.9432,48.75,1.0,0
PITT1742510,1,243,0.4244,203,3.1552,-2.115,-1.3914,45.83,1.0,0
TheSurigata,1,243,0.4242,204,4.0458,-3.6778,-0.8913,0.0,0.0,0
Melbourne57,1,243,0.424,205,4.3906,-3.7081,0.354,0.0,0.0,0
Anastasia7882,1,243,0.4236,206,4.9782,1.8436,-0.0473,59.75,1.0,17
nilsholgerson_,1,243,0.4236,207,3.7531,-0.4401,1.6375,49.58,1.0,2
hermesjk,1,243,0.4235,208,4.3399,-3.7816,-0.7005,0.0,0.0,0
ChrisDarko39,1,243,0.4231,209,4.5837,-2.2018,2.1184,61.25,1.0,0
Athanasiosfara1,1,243,0.4227,210,4.0691,-2.4895,1.8368,22.92,0.3333,0
packad__,1,243,0.4224,211,3.4534,-2.9261,-0.4271,27.5,0.5,0
leonidasHG,1,243,0.4222,212,3.0371,-2.4391,1.1844,45.0,1.0,0
Leniw_Lenia,1,243,0.4212,213,3.5399,-0.823,0.1809,58.33,1.0,0
steliostso,1,243,0.4204,214,3.2134,-1.7588,1.6349,19.17,0.3333,0
panagitsma78169,1,243,0.4204,215,4.2962,-4.0261,-2.0416,0.0,0.0,0
georgekouts62,1,243,0.4202,216,3.2554,-0.3988,1.4938,45.83,1.0,2
isidoragiou1,1,243,0.4191,217,3.6538,-2.9519,0.045,28.75,0.5,0
daenerys777777,1,243,0.419,218,4.5188,-3.7442,-0.9227,0.0,0.0,0
CMentat,1,243,0.4185,219,3.4303,-1.4874,-0.5229,37.42,0.8333,0
ippotech,1,243,0.4183,220,3.0383,-1.2196,1.6185,31.83,0.6,0
Perdim1,1,243,0.4183,221,4.5297,-2.7181,1.3136,60.0,1.0,0
CharilaosPapad1,1,243,0.4181,222,3.4969,0.0723,-0.3358,60.5,1.0,4
Hlsn0iQdRGXJ7lw,1,243,0.4165,223,2.9723,-1.2857,0.9055,35.58,0.6,0
kimosampe,1,243,0.4164,224,4.5485,-2.662,1.5994,60.0,1.0,0
FotisMagnisia,1,243,0.4161,225,3.7103,-3.38,0.494,0.0,0.0,0
MatrimC110073,1,243,0.4151,226,4.3172,-3.5341,0.1185,0.0,0.0,0
FrankiKostas,1,243,0.4135,227,3.3446,-0.3598,1.146,44.58,1.0,6
Anna_Moun,1,243,0.4123,228,4.2053,-2.5282,1.5696,60.0,1.0,0
Electra306,1,243,0.4123,229,4.0657,-1.1663,2.0151,45.0,1.0,0
2Harvard2,1,243,0.4122,230,4.4631,-2.4748,1.3529,61.25,1.0,0
GP_74_,1,243,0.4117,231,2.1701,-2.2032,0.5112,35.83,0.6667,0
SuperAnthonyA,1,243,0.4114,232,4.0074,-3.6592,-0.0092,0.0,0.0,0
Sunflower19731,1,243,0.4114,233,4.1205,-3.938,-1.4419,0.0,0.0,0
moonshinegr,1,243,0.4098,234,4.2255,-2.6149,1.1029,60.0,1.0,0
DDeppied,1,243,0.4095,235,3.2293,-0.0517,0.9258,34.92,0.8333,2
Manolo_math,1,243,0.4082,236,3.0491,-2.5751,1.1083,28.75,0.5,0
VaragiosP,1,243,0.4066,237,3.2717,-2.8783,-0.3591,28.75,0.5,0
Tasos3025749307,1,243,0.4064,238,3.6939,-3.9061,-1.7924,0.0,0.0,0
Marios59885699,1,243,0.4049,239,3.0697,-1.4042,0.8368,50.83,1.0,0
kontologis,1,243,0.4048,240,3.9232,-3.5115,1.0122,0.0,0.0,0
pJNs4ACgiayAknX,1,243,0.4036,241,4.0312,-3.7447,0.1773,0.0,0.0,0
paoktses,1,243,0.4032,242,3.9486,-3.8854,-0.5351,0.0,0.0,0
pOURc3ero9j906K,1,243,0.4031,243,4.2017,-2.4492,1.4947,61.25,1.0,0
kefalaiouxos,1,243,0.403,244,4.0153,-3.9374,-0.8677,0.0,0.0,0
alexpretti1312,1,243,0.4026,245,3.5474,-2.968,-1.2497,46.25,1.0,0
__darcelX__,1,243,0.4024,246,3.4529,-3.5932,0.1008,0.0,0.0,0
prng2777,1,243,0.4022,247,3.7177,-3.6305,0.4738,0.0,0.0,0
2eateras,1,243,0.402,248,2.6675,-2.3985,0.7069,28.75,0.5,0
Georgia146690,1,243,0.4019,249,3.4772,-3.1552,-1.3654,46.25,1.0,0
PanosStayis,1,243,0.4017,250,3.2786,-3.0442,-0.4797,28.75,0.5,0
artz1b00rtz1,1,243,0.4017,251,3.9164,-3.7698,-0.7149,0.0,0.0,0
giapantaxontros,1,243,0.4015,252,3.9961,-3.86,-1.1536,0.0,0.0,0
Konstan18155165,1,243,0.4014,253,3.559,-3.1819,-1.3865,46.25,1.0,0
consue_banana_,1,243,0.401,254,2.2022,-1.8624,0.5846,25.0,0.5,0
Asmoudis13,1,243,0.4008,255,3.3221,-2.9315,-0.8423,46.25,1.0,0
AlexAlexroll,1,243,0.4006,256,3.2718,-2.7804,0.6161,46.25,1.0,0
PhunkD14,1,243,0.4006,257,3.9964,-3.954,-0.9488,0.0,0.0,0
Protostatis,1,243,0.4004,258,2.7126,-1.3841,1.3402,42.08,1.0,0
Lalunaromantico,1,243,0.4003,259,2.0551,-1.2401,0.8012,31.83,0.6,0
AndriotGreg,1,243,0.3979,260,4.1162,-2.464,1.4008,61.25,1.0,0
BaboonTje,1,243,0.3979,261,3.9862,-3.9219,-0.7871,0.0,0.0,0
pnevan11,1,243,0.3974,262,3.2974,-3.0279,0.419,28.75,0.5,0
vasgeo310,1,243,0.3972,263,3.351,-3.5156,0.3487,0.0,0.0,0
aprosarmostos_,1,243,0.3971,264,2.4928,-1.8161,1.4524,25.0,0.5,0
despica67766915,1,243,0.3964,265,3.2418,-3.0035,0.4677,28.75,0.5,0
seriousthreat98,1,243,0.3961,266,2.3413,-1.1568,-0.0996,35.5,0.8,0
el39984,1,243,0.396,267,3.4622,-3.9359,-1.2884,0.0,0.0,0
DimitrisP69501,1,243,0.3959,268,3.659,-3.3074,-1.4717,46.25,1.0,0
aekzurich21,1,243,0.3958,269,2.5589,-1.4847,0.1102,43.75,1.0,0
RGialama8386,1,243,0.3956,270,2.651,-2.5104,-0.9614,42.5,1.0,0
kostasp194,1,243,0.3953,271,2.8246,-2.9545,1.6529,27.5,0.5,0
chrisvwgolf,1,243,0.3943,272,3.51,-3.2034,-0.9101,46.25,1.0,0
M_Efstathiou,1,243,0.394,273,2.9126,-3.0125,0.4157,45.0,1.0,0
akrato,1,243,0.3937,274,3.3843,-2.7048,1.8311,46.25,1.0,0
MarkRenieris,1,243,0.3917,275,3.2193,-3.7202,-0.7597,0.0,0.0,0
DoctorStrangeGr,1,243,0.3913,276,3.2326,-3.6141,-0.1974,0.0,0.0,0
sokpap,1,243,0.3913,277,2.9428,-2.6844,0.1188,46.25,1.0,0
milinimaria,1,243,0.391,278,3.2545,-2.7622,1.522,46.25,1.0,0
Savaso1955,1,243,0.3901,279,3.2574,-3.4202,-0.6312,45.0,1.0,0
Nikos2501,1,243,0.3898,280,2.4461,-2.094,0.0468,42.08,1.0,0
PiraeusStef,1,243,0.3897,281,3.294,-2.727,1.6759,46.25,1.0,0
mystical_hell,1,243,0.3893,282,3.2053,-3.1997,-0.8177,46.25,1.0,0
communakios,1,243,0.3886,283,2.9555,-2.8727,1.3409,45.0,1.0,0
VanaT66,1,243,0.3877,284,2.3718,-2.6775,1.0565,28.75,0.5,0
Realism_47,1,243,0.3877,285,2.485,-1.5229,1.1829,45.0,1.0,0
desevmoi,1,243,0.3874,286,3.2905,-3.4382,-0.6959,45.0,1.0,0
papa_vaso,1,243,0.3866,287,3.1681,-2.8029,1.2725,46.25,1.0,0
giorgosgreen,1,243,0.3864,288,1.6285,-2.2498,0.3805,30.83,0.6667,0
vagelis_ts,1,243,0.3851,289,3.2376,-3.1856,-0.6787,46.25,1.0,0
EoLaerte,1,243,0.385,290,2.1412,-1.8229,0.143,42.08,1.0,0
Klearxos8,1,243,0.3843,291,2.3673,-2.5165,0.9946,40.0,1.0,0
epaggelmatiassk,1,243,0.3839,292,3.1178,-2.913,1.8812,45.0,1.0,0
TDrodopoulou,1,243,0.3833,293,3.0685,-3.3415,-0.3191,45.0,1.0,0
lordos_noble,1,243,0.3831,294,2.4581,-2.7963,1.1055,28.75,0.5,0
OratiosPoulos,1,243,0.3817,295,2.9965,-2.9884,1.4903,45.0,1.0,0
Ralia1Raily,1,243,0.3817,296,2.1841,-2.0398,0.393,42.08,1.0,0
loudovikos14os,1,243,0.3812,297,2.9126,-3.1604,0.6596,45.0,1.0,0
AleaJactaEst101,1,243,0.3802,298,2.8981,-2.5816,1.744,46.25,1.0,0
TetraLogiki,1,243,0.3781,299,2.9487,-2.9995,1.4987,45.0,1.0,0
Wonderlust_K,1,243,0.3779,300,2.7388,-2.7752,0.7507,46.25,1.0,0
AnnaDiEpifanio1,1,243,0.3764,301,2.103,-2.506,0.577,41.25,1.0,0
correll_caus,1,243,0.3759,302,2.8669,-3.0847,-0.2691,46.25,1.0,0
antonis_zen,1,243,0.3758,303,2.0913,-2.5087,0.5735,41.25,1.0,0
Lucy75218876,1,243,0.3731,304,2.8411,-2.7413,1.5193,46.25,1.0,0
JanSobiesk1683V,1,243,0.3716,305,2.7316,-2.8064,1.1767,46.25,1.0,0
Kostas18748292,1,243,0.3705,306,2.6535,-2.8903,0.7787,46.25,1.0,0
AsimakosGiannis,1,243,0.3705,307,2.7351,-3.02,0.1307,46.25,1.0,0
