account_handle,role_label,role_confidence,is_member,signals,followers_count,friends_count,followers_friends_ratio,listed_count,description_language,description_length,is_blue_verified,default_profile,account_age_days,retweet_ratio,original_count,cohort_ids
Mirsini1946041,retail_user,0.6,True,default_profile|retweet_ratio>=0.85(0.95)|first_retweeter_count>=3(41)|cohort_member(1),4998,2858,1.7488,8,el,17,False,True,906,0.9538,3,1
PanosStayis,retail_user,0.6,True,default_profile,348,351,0.9915,7,el,158,False,True,1065,0.6667,1,
Philipos1991486,retail_user,0.6,True,default_profile|first_retweeter_count>=3(4),33,126,0.2619,1,,0,False,True,45,0.5,4,
PhunkD14,retail_user,0.6,True,default_profile,239,1012,0.2362,4,en,129,False,True,1245,0.0,1,
QuercusLg,retail_user,0.6,True,default_profile|first_retweeter_count>=3(24),1083,1202,0.901,4,el,43,False,True,1374,0.8235,6,
Rinokeros2023,retail_user,0.6,True,default_profile,28,114,0.2456,2,,0,False,True,1166,0.0,2,
SenzakiKamo,retail_user,0.6,True,default_profile|retweet_ratio>=0.85(0.94)|first_retweeter_count>=3(14)|cohort_member(1),549,411,1.3358,6,ja,34,False,True,4078,0.9444,2,1
Sunflower19731,retail_user,0.6,True,default_profile,205,235,0.8723,3,en,21,False,True,2635,0.0,2,
SuperAnthonyA,retail_user,0.6,True,default_profile,872,1286,0.6781,7,,0,False,True,5643,0.3333,2,
Tiramolas_,retail_user,0.6,True,default_profile,125,251,0.498,9,el,159,False,True,85,0.0,2,
VaragiosP,retail_user,0.6,True,default_profile,294,293,1.0034,4,,0,False,True,1935,0.5,1,
Wonderlust_K,retail_user,0.6,True,default_profile,430,496,0.8669,9,en,32,False,True,5248,0.5,1,
akenaton37,retail_user,0.6,True,default_profile,34,17,2.0,8,el,40,False,True,2105,0.0,1,
anasiropiastos,retail_user,0.6,True,default_profile|first_retweeter_count>=3(17)|cohort_member(1),350,291,1.2027,3,el,87,False,True,311,0.8438,5,1
artz1b00rtz1,retail_user,0.6,True,default_profile,593,875,0.6777,7,el,75,False,True,1198,0.0,2,
bounty_hunter0x,retail_user,0.6,True,default_profile,73,193,0.3782,5,,0,False,True,1656,0.0,1,
despica67766915,retail_user,0.6,True,default_profile,846,1154,0.7331,1,,3,False,True,2394,0.5,1,
doumpalis,retail_user,0.6,True,default_profile|default_profile_image,266,336,0.7917,8,und,0,False,True,2499,0.0,1,
drepanosfyro,retail_user,0.6,True,,777,378,2.0556,7,el,118,False,False,2928,0.0,1,
foivos_trikkis_,retail_user,0.6,True,default_profile|first_retweeter_count>=3(16),1523,822,1.8528,3,el,44,False,True,2181,0.6667,8,
freemindspirits,retail_user,0.6,True,default_profile|first_retweeter_count>=3(9),1441,3101,0.4647,6,,83,False,True,5096,0.6923,4,
giapantaxontros,retail_user,0.6,True,default_profile,250,310,0.8065,9,el,57,False,True,1780,0.0,1,
hermesjk,retail_user,0.6,True,,450,377,1.1936,6,el,49,False,False,6090,0.0,1,
isidoragiou1,retail_user,0.6,True,,601,291,2.0653,5,und,0,False,False,3863,0.5,1,
johntsik13,retail_user,0.6,True,default_profile,1124,1628,0.6904,7,el,33,False,True,3008,0.0,1,
kaltsib,retail_user,0.6,True,,390,475,0.8211,4,el,13,False,False,4171,0.0,1,
kefalaiouxos,retail_user,0.6,True,default_profile,561,208,2.6971,9,,0,False,True,2075,0.0,1,
kostasagg1965,retail_user,0.6,True,default_profile|first_retweeter_count>=3(7),364,7223,0.0504,3,qst,4,False,True,1454,0.5833,5,
lavidaloca51932,retail_user,0.6,True,default_profile,1,18,0.0556,2,,0,False,True,76,0.6667,1,
nikos_aggelakis,retail_user,0.6,True,default_profile|first_retweeter_count>=3(3)|cohort_member(1),554,1161,0.4772,9,el,77,False,True,5244,0.5455,5,2
pJNs4ACgiayAknX,retail_user,0.6,True,default_profile,2158,2290,0.9424,7,und,0,False,True,2537,0.0,1,
packad__,retail_user,0.6,True,default_profile,166,608,0.273,6,el,25,False,True,2357,0.3333,2,
panagitsma78169,retail_user,0.6,True,default_profile,81,100,0.81,7,,0,False,True,826,0.0,1,
paoktses,retail_user,0.6,True,default_profile,1287,994,1.2948,9,el,157,False,True,1495,0.0,1,
pnevan11,retail_user,0.6,True,default_profile,622,1464,0.4249,5,,40,False,True,3633,0.5,1,
steiger_st28082,retail_user,0.6,True,default_profile|first_retweeter_count>=3(9)|cohort_member(1),2138,3168,0.6749,8,el,92,False,True,1129,0.7647,4,2
unico11226,retail_user,0.6,True,blue_verified|default_profile|retweet_ratio>=0.85(0.87)|first_retweeter_count>=3(15)|cohort_member(1),819,2189,0.3741,4,en,31,True,True,85,0.8696,3,2
vxaz_79,retail_user,0.6,True,blue_verified|default_profile,2762,4067,0.6791,5,el,104,True,True,4569,0.5,1,
0nyxas,mixed_behavior,0.4,True,default_profile,6944,2590,2.6811,49,el,35,False,True,3521,0.75,1,
2PAzkjh6oFRW77D,mixed_behavior,0.4,True,default_profile,4599,2287,2.0109,35,el,48,False,True,2363,0.3333,4,
57lista,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(6)|cohort_member(1),1666,1551,1.0741,16,el,13,False,True,1698,0.6316,7,1
AgelisDimitris,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.88)|first_retweeter_count>=3(90)|cohort_member(1),2180,2288,0.9528,25,,0,False,True,2189,0.8829,24,1
Agie2a,mixed_behavior,0.4,True,blue_verified|default_profile|first_retweeter_count>=3(17)|cohort_member(1),4459,3358,1.3279,29,en,66,True,True,1512,0.6604,18,1
Ah_riman,mixed_behavior,0.4,True,blue_verified|retweet_ratio>=0.85(0.93)|first_retweeter_count>=3(14)|cohort_member(1),9213,8776,1.0498,12,und,0,True,False,3290,0.931,2,1
AleaJactaEst101,mixed_behavior,0.4,True,default_profile,5905,1728,3.4172,43,el,49,False,True,3138,0.3333,2,
AnnaDiEpifanio1,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original,532,695,0.7655,4,el,34,False,True,2817,1.0,0,
ArisBJJ,mixed_behavior,0.4,True,blue_verified|first_retweeter_count>=3(9)|cohort_member(1),3251,1350,2.4081,16,,143,True,False,5465,0.7778,6,1
Athanasiosfara1,mixed_behavior,0.4,True,blue_verified|default_profile,2870,1826,1.5717,38,el,30,True,True,3748,0.3333,2,
BananaJoeReload,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(40)|cohort_member(1),6531,7380,0.885,44,,114,False,True,3198,0.8276,10,2
Briassulis,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(68)|cohort_member(1),1819,1175,1.5481,33,el,142,False,True,1924,0.7179,55,1
Christodoulakos,mixed_behavior,0.4,True,blue_verified,3096,2709,1.1429,28,el,34,True,False,5472,0.4,3,
CroniusZeus,mixed_behavior,0.4,True,default_profile,1495,2881,0.5189,12,en,15,False,True,2460,1.0,0,
DDeppied,mixed_behavior,0.4,True,default_profile|zero_or_single_original|first_retweeter_count>=3(3)|cohort_member(1),3807,2897,1.3141,11,und,0,False,True,3063,0.8333,1,2
Electra306,mixed_behavior,0.4,True,blue_verified|default_profile|first_retweeter_count>=3(3),5209,2752,1.8928,17,en,99,True,True,2242,1.0,0,
ElinaKoliop,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(3),458,454,1.0088,48,el,114,False,True,1313,1.0,0,
EoLaerte,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(3),497,773,0.6429,9,,0,False,True,1609,1.0,0,
Evitel_,mixed_behavior,0.4,True,blue_verified|cohort_member(1),2501,1280,1.9539,22,el,69,True,False,5536,1.0,0,2
FrankiKostas,mixed_behavior,0.4,True,default_profile|cohort_member(1),2678,2328,1.1503,14,,27,False,True,4051,1.0,0,1
GP_74_,mixed_behavior,0.4,True,default_profile,1353,1039,1.3022,17,el,39,False,True,1062,0.7143,2,
Hlsn0iQdRGXJ7lw,mixed_behavior,0.4,True,default_profile,1350,2101,0.6426,16,el,150,False,True,1726,0.6,2,
IK25818385,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(10),1054,3299,0.3195,23,el,77,False,True,1876,0.8333,2,
InafiZinaf1,mixed_behavior,0.4,True,default_profile,559,174,3.2126,13,el,89,False,True,402,1.0,0,
JSweetGR,mixed_behavior,0.4,True,blue_verified|cohort_member(1),3265,2128,1.5343,42,en,102,True,False,6226,0.6923,4,1
K_Sav215,mixed_behavior,0.4,True,default_profile|default_profile_image|first_retweeter_count>=3(72)|cohort_member(1),1162,1134,1.0247,15,en,99,False,True,1718,0.513,94,1
Lalunaromantico,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(5)|cohort_member(1),2047,1045,1.9589,20,,0,False,True,4131,0.75,2,2
MKioulafa,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.86)|first_retweeter_count>=3(47)|cohort_member(1),3286,4973,0.6608,16,und,0,False,True,2459,0.8642,11,1
MarkRenieris,mixed_behavior,0.4,True,default_profile,414,440,0.9409,11,,0,False,True,1164,0.5,3,
MatrimC110073,mixed_behavior,0.4,True,blue_verified|default_profile,959,1450,0.6614,21,el,47,True,True,1373,0.5,2,
MenoEdo,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.93)|first_retweeter_count>=3(43)|cohort_member(1),2704,2011,1.3446,26,el,65,False,True,1851,0.9339,8,1
Placebo_0,mixed_behavior,0.4,True,first_retweeter_count>=3(23),6485,3501,1.8523,43,el,157,False,False,5168,0.697,10,
Ralia1Raily,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(3),598,642,0.9315,7,en,43,False,True,1709,1.0,0,
Realism_47,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(3),1238,4249,0.2914,10,el,21,False,True,1896,1.0,0,
Rena_Rethymno,mixed_behavior,0.4,False,retweet_ratio>=0.85(0.86)|first_retweeter_count>=3(8)|cohort_member(1),,,,,,0,,,,0.8571,3,2
RockRock222555,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(33)|cohort_member(1),1737,1852,0.9379,30,el,61,False,True,1861,0.7308,21,1
SagamoreMount,mixed_behavior,0.4,True,default_profile|cohort_member(1),134,425,0.3153,10,en,17,False,True,603,1.0,0,1
ThanosKten,mixed_behavior,0.4,True,blue_verified|default_profile,687,661,1.0393,21,el,104,True,True,474,0.75,1,
TheMadoula,mixed_behavior,0.4,True,retweet_ratio>=0.85(0.93)|first_retweeter_count>=3(14)|cohort_member(1),3087,3675,0.84,15,,5,False,False,5886,0.925,3,1
Track11John,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.98)|first_retweeter_count>=3(143)|cohort_member(1),899,739,1.2165,20,el,112,False,True,1453,0.9777,5,1
VanaT66,mixed_behavior,0.4,True,default_profile,1598,1623,0.9846,12,en,152,False,True,2464,0.6667,1,
Veltsi_Legacy,mixed_behavior,0.4,True,blue_verified|default_profile|cohort_member(1),1232,580,2.1241,33,el,46,True,True,945,0.4545,6,2
VforVolemenos,mixed_behavior,0.4,True,blue_verified|default_profile|retweet_ratio>=0.85(0.86)|first_retweeter_count>=3(9)|cohort_member(1),6729,6396,1.0521,33,el,105,True,True,1525,0.8571,2,1
Volcom40893832,mixed_behavior,0.4,True,default_profile,835,839,0.9952,11,el,12,False,True,2581,1.0,0,
ZYNkD4UIaXYsoaL,mixed_behavior,0.4,True,default_profile|default_profile_image|first_retweeter_count>=3(4),1099,1447,0.7595,13,el,42,False,True,2729,1.0,0,
ZbejVty,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(14)|cohort_member(1),4024,4992,0.8061,19,el,109,False,True,1671,0.7692,6,2
agapornis_mask,mixed_behavior,0.4,True,default_profile,187,464,0.403,6,el,70,False,True,5022,1.0,0,
aggelikiME25,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.96)|first_retweeter_count>=3(106)|cohort_member(1),5557,1944,2.8585,41,el,18,False,True,3659,0.9565,5,2
angelikitsakani,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.99)|first_retweeter_count>=3(58)|cohort_member(1),3171,3857,0.8221,14,el,25,False,True,5212,0.9875,2,1
antileftis91560,mixed_behavior,0.4,True,default_profile,2263,2268,0.9978,21,el,27,False,True,690,0.3333,6,
aprosarmostos_,mixed_behavior,0.4,True,default_profile,4346,3294,1.3194,28,el,140,False,True,3688,0.5,2,
bobidion,mixed_behavior,0.4,True,,5715,2892,1.9761,31,en,81,False,False,5268,0.4286,4,
bolltzmann,mixed_behavior,0.4,True,blue_verified,13412,5163,2.5977,29,,0,True,False,4477,0.6667,1,
chrisvwgolf,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(3),52,32,1.625,11,el,141,False,True,1258,1.0,0,
communakios,mixed_behavior,0.4,True,default_profile|zero_or_single_original|cohort_member(1),4377,1119,3.9115,36,el,95,False,True,1581,0.8,1,1
consue_banana_,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(6),3693,2381,1.551,21,el,39,False,True,604,0.6667,3,
crazy_cat_lados,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(4),2119,2019,1.0495,8,el,157,False,True,4426,1.0,0,
dimitris7987,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.86)|first_retweeter_count>=3(6)|cohort_member(1),935,548,1.7062,32,,0,False,True,437,0.8621,4,2
frel_elias,mixed_behavior,0.4,True,blue_verified|default_profile|retweet_ratio>=0.85(0.88)|first_retweeter_count>=3(13),1147,1685,0.6807,26,el,58,True,True,5300,0.8824,2,
georgekouts62,mixed_behavior,0.4,True,default_profile,5029,5012,1.0034,20,,0,False,True,3554,1.0,0,
giannMak,mixed_behavior,0.4,True,retweet_ratio>=0.85(0.95)|first_retweeter_count>=3(30)|cohort_member(1),6828,6711,1.0174,30,el,34,False,False,4084,0.954,4,1
giorgosgreen,mixed_behavior,0.4,True,default_profile,1123,557,2.0162,14,en,24,False,True,2646,0.6667,1,
greek_paris_13,mixed_behavior,0.4,True,retweet_ratio>=0.85(0.94)|first_retweeter_count>=3(17)|cohort_member(1),6908,2864,2.412,28,el,48,False,False,5301,0.9412,2,1
hatz_patty,mixed_behavior,0.4,True,retweet_ratio>=0.85(0.96)|first_retweeter_count>=3(56)|cohort_member(1),9023,6069,1.4867,39,el,99,False,False,5384,0.957,4,1
ippotech,mixed_behavior,0.4,True,first_retweeter_count>=3(3),3985,4568,0.8724,20,en,67,False,False,5503,0.7,3,
johnblandos,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.89)|first_retweeter_count>=3(44)|cohort_member(1),1960,2952,0.664,14,,0,False,True,4538,0.8904,8,1
kimosampe,mixed_behavior,0.4,True,cohort_member(1),1034,1455,0.7107,5,und,0,False,False,5184,1.0,0,2
klikr,mixed_behavior,0.4,True,retweet_ratio>=0.85(0.87)|first_retweeter_count>=3(21)|cohort_member(1),1105,1194,0.9255,14,und,0,False,False,5408,0.8684,5,1
kontologis,mixed_behavior,0.4,True,first_retweeter_count>=3(3),6833,3650,1.8721,42,el,96,False,False,2846,0.6,2,
kostasp194,mixed_behavior,0.4,True,default_profile,3530,4122,0.8564,13,,0,False,True,3425,0.6667,2,
lafillemalgard1,mixed_behavior,0.4,True,retweet_ratio>=0.85(0.88)|first_retweeter_count>=3(14)|cohort_member(1),3622,3307,1.0953,37,en,28,False,False,5155,0.8846,3,1
ledentiste2,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(13),2597,3335,0.7787,18,el,86,False,True,2129,0.7647,4,
lordos_noble,mixed_behavior,0.4,True,default_profile,1318,983,1.3408,17,el,28,False,True,2195,0.6667,1,
maus_miny,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.92)|first_retweeter_count>=3(8)|cohort_member(1),4443,2094,2.1218,33,el,70,False,True,1509,0.9231,2,1
mpantazo,mixed_behavior,0.4,True,retweet_ratio>=0.85(0.98)|first_retweeter_count>=3(33)|cohort_member(1),2476,1357,1.8246,21,und,0,False,False,4334,0.9753,2,1
nesgrego,mixed_behavior,0.4,True,blue_verified,5268,2571,2.049,42,,77,True,False,4388,0.75,1,
oldfileles,mixed_behavior,0.4,True,blue_verified|default_profile,25991,5102,5.0943,34,el,22,True,True,3978,0.3333,2,
phtochos1,mixed_behavior,0.4,True,default_profile|first_retweeter_count>=3(36),11132,9230,1.2061,9,el,139,False,True,1471,0.8298,8,
seriousthreat98,mixed_behavior,0.4,True,default_profile|zero_or_single_original|first_retweeter_count>=3(4),819,430,1.9047,15,,64,False,True,1197,0.8,1,
sinakatsarou,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.96)|first_retweeter_count>=3(55)|cohort_member(1),7729,1976,3.9114,19,,0,False,True,2673,0.9565,5,1
stefanakiir3,mixed_behavior,0.4,True,default_profile|cohort_member(1),893,653,1.3675,12,und,0,False,True,3682,1.0,0,2
tazmanolis,mixed_behavior,0.4,True,blue_verified|default_profile|first_retweeter_count>=3(10),14630,6102,2.3976,37,en,20,True,True,2441,0.7143,4,
vythos70,mixed_behavior,0.4,True,default_profile|retweet_ratio>=0.85(0.88)|first_retweeter_count>=3(98)|cohort_member(1),10526,10486,1.0038,29,el,21,False,True,1968,0.8836,17,1
2Harvard2,unknown,0.2,True,,574,1149,0.4996,6,en,159,False,False,5964,1.0,0,
2eateras,unknown,0.2,True,default_profile,694,2064,0.3362,17,und,18,False,True,2642,0.5,1,
AlexAlexroll,unknown,0.2,True,,346,271,1.2768,10,en,43,False,False,5765,1.0,0,
AndriotGreg,unknown,0.2,True,default_profile,1276,1278,0.9984,4,und,0,False,True,2994,1.0,0,
Anna_Moun,unknown,0.2,True,default_profile,1438,1367,1.0519,10,,105,False,True,3169,1.0,0,
AsimakosGiannis,unknown,0.2,True,default_profile,374,341,1.0968,4,,0,False,True,1426,1.0,0,
Asmoudis13,unknown,0.2,True,default_profile,48,562,0.0854,6,,0,False,True,353,1.0,0,
ChrisDarko39,unknown,0.2,True,,3769,3937,0.9573,34,el,70,False,False,5460,1.0,0,
ClarkGBeul,unknown,0.2,True,default_profile,2686,2088,1.2864,17,,74,False,True,1502,1.0,0,
Daedalus_theG,unknown,0.2,True,default_profile,928,893,1.0392,11,en,60,False,True,227,1.0,0,
DimitrisP69501,unknown,0.2,True,default_profile,40,240,0.1667,2,,0,False,True,146,1.0,0,
DoctorStrangeGr,unknown,0.2,True,default_profile,2597,494,5.2571,26,el,54,False,True,1415,0.0,1,
Drifter_1066,unknown,0.2,False,,,,,,,0,,,,0.0,1,
Georgia146690,unknown,0.2,True,default_profile,77,84,0.9167,4,,0,False,True,232,1.0,0,
Guson653566,unknown,0.2,False,,,,,,,0,,,,0.0,1,
HFirstpriest,unknown,0.2,False,,,,,,,0,,,,0.0,1,
IoannisAro98223,unknown,0.2,False,,,,,,,0,,,,0.0,1,
IriniPapad26550,unknown,0.2,False,,,,,,,0,,,,0.0,1,
IvanZak13,unknown,0.2,True,default_profile,623,4436,0.1404,8,en,24,False,True,1940,1.0,0,
JanSobiesk1683V,unknown,0.2,True,default_profile,912,2139,0.4264,12,,0,False,True,1674,1.0,0,
Jocoon5,unknown,0.2,False,,,,,,,0,,,,0.0,1,
JtfYiannis,unknown,0.2,True,cohort_member(1),2386,3359,0.7103,11,,0,False,False,3676,1.0,0,2
Kabamaru__n,unknown,0.2,True,default_profile,11,4,2.75,2,,0,False,True,778,1.0,0,
Klearxos8,unknown,0.2,True,default_profile,1247,2680,0.4653,8,el,63,False,True,1800,1.0,0,
Kon_Dalaoura,unknown,0.2,True,default_profile,31,132,0.2348,2,el,33,False,True,703,1.0,0,
Konstan18155165,unknown,0.2,True,default_profile,36,215,0.1674,3,,0,False,True,409,1.0,0,
Kostas18748292,unknown,0.2,True,default_profile,602,809,0.7441,4,,0,False,True,2063,1.0,0,
Lollos1242232,unknown,0.2,False,,,,,,,0,,,,0.0,1,
Lucy75218876,unknown,0.2,True,default_profile,4086,1568,2.6059,7,en,15,False,True,1655,1.0,0,
M_Efstathiou,unknown,0.2,True,default_profile,367,502,0.7311,10,und,0,False,True,3397,1.0,0,
Manolo_math,unknown,0.2,True,,1803,2291,0.787,11,en,21,False,False,5253,0.5,1,
Marria198,unknown,0.2,True,default_profile,1057,973,1.0863,23,el,68,False,True,1022,1.0,0,
Masprixate,unknown,0.2,True,default_profile,1173,1252,0.9369,21,el,67,False,True,3631,1.0,0,
OratiosPoulos,unknown,0.2,True,default_profile,4782,1234,3.8752,21,el,19,False,True,1726,1.0,0,
Perdim1,unknown,0.2,True,,707,869,0.8136,7,el,158,False,False,5064,1.0,0,
Pi8kiavlozampis,unknown,0.2,False,,,,,,,0,,,,0.0,1,
Pia_Soun,unknown,0.2,True,default_profile,559,554,1.009,7,en,147,False,True,5083,1.0,0,
PiraeusStef,unknown,0.2,True,,2058,2281,0.9022,22,,90,False,False,5467,1.0,0,
RGialama8386,unknown,0.2,True,default_profile,104,421,0.247,2,art,14,False,True,348,1.0,0,
RunManLXXIII,unknown,0.2,True,default_profile,40,49,0.8163,1,el,137,False,True,884,1.0,0,
Savaso1955,unknown,0.2,True,default_profile,110,353,0.3116,4,el,87,False,True,979,1.0,0,
Snow83189825,unknown,0.2,True,default_profile,654,900,0.7267,5,el,6,False,True,1570,1.0,0,
SpyrosSpyropou7,unknown,0.2,False,,,,,,,0,,,,0.0,1,
TDrodopoulou,unknown,0.2,True,default_profile,208,145,1.4345,2,el,54,False,True,1157,1.0,0,
Tasos3025749307,unknown,0.2,True,default_profile,118,57,2.0702,16,,0,False,True,1094,0.0,1,
TetraLogiki,unknown,0.2,True,default_profile,3101,1812,1.7114,35,el,16,False,True,2693,1.0,0,
TheSurigata,unknown,0.2,True,default_profile,578,284,2.0352,10,en,13,False,True,1587,0.0,1,
TheocharousH,unknown,0.2,False,,,,,,,0,,,,0.0,1,
Ti_kanete_re,unknown,0.2,True,blue_verified,1622,1255,1.2924,12,el,159,True,False,5430,0.0,1,
XMulwna,unknown,0.2,False,,,,,,,0,,,,0.0,1,
XmLdl,unknown,0.2,False,,,,,,,0,,,,0.0,1,
Yiorgos4115671,unknown,0.2,True,default_profile|default_profile_image,319,1968,0.1621,4,,0,False,True,540,1.0,0,
akrato,unknown,0.2,True,,2459,3873,0.6349,37,,11,False,False,6324,1.0,0,
alexpretti1312,unknown,0.2,True,default_profile,180,299,0.602,6,el,29,False,True,85,1.0,0,
antonis_zen,unknown,0.2,True,default_profile,942,1336,0.7051,19,,0,False,True,1487,1.0,0,
antonispoulas,unknown,0.2,False,,,,,,,0,,,,0.0,1,
blackadder_3rd,unknown,0.2,True,default_profile,1632,1183,1.3795,15,en,43,False,True,5095,1.0,0,
christoskostaki,unknown,0.2,False,,,,,,,0,,,,0.0,1,
correll_caus,unknown,0.2,True,default_profile,209,254,0.8228,4,el,140,False,True,742,1.0,0,
desevmoi,unknown,0.2,True,default_profile,179,206,0.8689,1,,0,False,True,1100,1.0,0,
epaggelmatiassk,unknown,0.2,True,default_profile,3547,2544,1.3943,23,el,153,False,True,2962,1.0,0,
gabrielubr,unknown,0.2,False,,,,,,,0,,,,0.0,1,
gaou__biou,unknown,0.2,True,default_profile,1065,921,1.1564,9,en,9,False,True,2059,1.0,0,
harakont,unknown,0.2,True,default_profile,329,426,0.7723,1,,0,False,True,1621,1.0,0,
iVasilios,unknown,0.2,True,default_profile,1511,2042,0.74,14,,100,False,True,1412,0.0,1,
leonidasHG,unknown,0.2,True,default_profile,1138,1625,0.7003,16,,0,False,True,5297,1.0,0,
loudovikos14os,unknown,0.2,True,default_profile,449,343,1.309,18,el,113,False,True,3948,1.0,0,
loukasspetses13,unknown,0.2,True,default_profile,177,261,0.6782,13,,7,False,True,521,1.0,0,
makis585,unknown,0.2,False,,,,,,,0,,,,0.0,1,
milinimaria,unknown,0.2,True,,2755,1259,2.1882,17,,97,False,False,5619,1.0,0,
moonshinegr,unknown,0.2,True,default_profile,546,400,1.365,14,und,0,False,True,4004,1.0,0,
myga_tse,unknown,0.2,False,,,,,,,0,,,,0.0,1,
mystical_hell,unknown,0.2,True,default_profile,86,124,0.6935,1,,13,False,True,870,1.0,0,
pOURc3ero9j906K,unknown,0.2,True,default_profile,3083,2310,1.3346,3,,0,False,True,1715,1.0,0,
papa_vaso,unknown,0.2,True,,1322,1352,0.9778,3,und,0,False,False,4059,1.0,0,
paristzina,unknown,0.2,False,,,,,,,0,,,,0.0,1,
poetic_politica,unknown,0.2,True,,4262,4067,1.0479,20,,63,False,False,5932,0.0,1,
prng2777,unknown,0.2,True,,3272,2177,1.503,20,el,17,False,False,3227,0.0,1,
sokpap,unknown,0.2,True,default_profile,191,285,0.6702,5,el,52,False,True,5431,1.0,0,
spfotis,unknown,0.2,False,,,,,,,0,,,,0.0,1,
starick878,unknown,0.2,False,,,,,,,0,,,,0.0,1,
t_thalatta,unknown,0.2,True,default_profile,37,133,0.2782,2,en,102,False,True,567,1.0,0,
tavros5791,unknown,0.2,True,,2600,1163,2.2356,48,el,115,False,False,5888,1.0,0,
tipukitos,unknown,0.2,True,,988,905,1.0917,27,el,34,False,False,5568,0.0,1,
vagelis_ts,unknown,0.2,True,default_profile,54,180,0.3,2,,0,False,True,1718,1.0,0,
vasgeo310,unknown,0.2,True,default_profile,584,1893,0.3085,28,en,80,False,True,5848,0.0,1,
zzografo,unknown,0.2,True,default_profile,545,523,1.0421,15,el,14,False,True,1144,1.0,0,
